session_code,session_title,repeat,abstract,type,speakers,start_time,end_time,venue,room
SRV373,[REPEAT] Building Massively Parallel Event-Driven Architectures,0,"Data and events are the lifeblood of any modern application. By using stateless, loosely coupled microservices communicating through events, developers can build massively scalable systems that can process trillions of requests in seconds. In this talk, we cover design patterns for using Amazon SQS, Amazon SNS, AWS Step Functions, AWS Lambda, and Amazon S3 to build data processing and real-time notification systems with unbounded scale and serverless cost characteristics. We also explore how these approaches apply to practical use cases, such as training machine learning models, media processing, and data cleansing.",Session,Amit Kulkarni,2018-11-26 10:00:00,2018-11-26 11:00:00,Mirage,"Grand Ballroom F, T1"
ALX311,[REPEAT 1] Designing the Voice User Interface for an Alexa Skill,1,"In this session, discover the process of thinking through the design of a voice experience using intents, slots, entity resolution, and dialog management.",Builders Session,Max Amordeluso,2018-11-26 13:00:00,2018-11-26 14:00:00,Aria West,"Level 3, Starvine 10, Table 6, T1"
ANT347,Deploy Business Analytics at Scale Easily with Amazon QuickSight,-,"One of the biggest tradeoffs customers make when deploying BI solutions at scale is agility versus governance. Large-scale BI implementations with the right governance structure can take months to design and deploy. In this session, learn how to avoid making this tradeoff using Amazon QuickSight. Learn to easily deploy Amazon QuickSight to thousands of users using Active Directory and federated single sign-on {SSO}, while securely accessing your data sources in Amazon VPCs or on premises. In addition, learn how to control access to your datasets, implement row-level security, create scheduled email reports, and audit access to your data.",Chalk Talk,Jared Lundell,2018-11-26 13:00:00,2018-11-26 14:00:00,Venetian,"Level 4, Lando 4305, T1"
SRV221,Serverless Photo Recognition System,-,"Imagine that you work for a marketing agency that has tens of thousands of stock images. You find that many images don’t have descriptive file names and others are completely mislabeled. You don’t want to spend hours and hours relabeling them and moving them around to different folders. But what if you could find the images you need without relying on metadata? In this session, we deploy an end-to-end solution to show you how to do this using Amazon Rekognition and AWS Lambda.",Builders Session,Rahul Kulkarni,2018-11-26 14:30:00,2018-11-26 15:30:00,Mirage,"Grand Ballroom B, Table 9, T1"
AIM342,[REPEAT] Create a Serverless Searchable Media Library,0,"Companies have ever-growing media libraries, making them increasingly difficult to index and search. In this session, we describe how to maintain your library by using Amazon Rekognition, Amazon Transcribe, and Amazon Comprehend to perform automatic metadata extraction from image, video, and audio files. We show you how to then use this metadata to build a serverless media library that can be filtered by image tags, celebrities, and more.",Chalk Talk,Liam Morrison,2018-11-26 15:15:00,2018-11-26 16:15:00,Mirage,"Antigua B, T2"
SRV404,[REPEAT 1] Building Your Own ML Application with AWS Lambda and Amazon SageMaker,1,"In this workshop, we step through the process of deploying and hosting machine learning (ML) models with AWS Lambda and get on-demand inferences. Given a demonstrative dataset, we build and train a simple ML classification model with Amazon SageMaker. Then, we host this model in an AWS Lambda function and expose an inference endpoint through Amazon API Gateway. Finally, we build a pipeline for automating model deployment to Lambda leveraging AWS CodeBuild, AWS CodeDeploy, and AWS CodePipeline.",Workshop,"Diego Natali,Giuseppe Porcelli",2018-11-26 16:00:00,2018-11-26 18:15:00,Mirage,"Bermuda A, T1"
WPS312,[REPEAT 1] Build a Video Recommendation Engine with Amazon ML & Neptune,1,"In this session, learn how to build a video recommendation engine by leveraging Amazon machine learning services and the new, fully managed graph database service, Amazon Neptune. You use Amazon Transcribe and the natural language processing service, Amazon Comprehend, to transcribe and extract metadata, such as key phrases, entities, topics, and sentiment from video blogs. The resulting connected metadata is organized into an Amazon Neptune graph database and used to drive recommendations for related videos.",Builders Session,Al Belsky,2018-11-27 08:30:00,2018-11-27 09:30:00,Mirage,"Grand Ballroom D, Table 6, T1"
WPS312,[REPEAT 2] Build a Video Recommendation Engine with Amazon ML & Neptune,2,"In this session, learn how to build a video recommendation engine by leveraging Amazon machine learning services and the new, fully managed graph database service, Amazon Neptune. You use Amazon Transcribe and the natural language processing service, Amazon Comprehend, to transcribe and extract metadata, such as key phrases, entities, topics, and sentiment from video blogs. The resulting connected metadata is organized into an Amazon Neptune graph database and used to drive recommendations for related videos.",Builders Session,Hannah Marlowe,2018-11-27 17:30:00,2018-11-27 18:30:00,Aria West,"Level 3, Starvine 3, Table 2, T1"
ANT345,"[REPEAT] Build, Deploy, and Serve Machine Learning Models on Streaming Data",0,"As data grows exponentially in organizations, there is an increasing need to use machine learning (ML) to gather insights from this data at scale and use those insights for real-time predictions on incoming data. This workshop walks you through the following: 1) training a Spark Model using Amazon SageMaker pointed to Apache Livy running on an Amazon EMR Spark cluster, 2) hosting the Spark model on Amazon SageMaker to serve a RESTful inference API, 3) and using the RESTful API to serve real-time predictions on streaming data from Amazon Kinesis Data Streams.",Builders Session,"Neil Mukerje,Tanzir Musabbir",2018-11-27 17:30:00,2018-11-27 18:30:00,Aria West,"Level 3, Starvine 10, Table 5, T1"
CON312,[REPEAT 1] Machine Learning with Serverless Containers on AWS,1,"Learn how AWS Fargate enables the next generation of containerized machine learning (ML) applications by removing the need to provision, manage, or scale any infrastructure. In this session, we cover examples, architectures, and best practices for quickly training and running containerized ML models using AWS Fargate.",Session,Archana Srikanta,2018-11-28 12:15:00,2018-11-28 13:15:00,Venetian,"Level 4, Marcello 4505, T2"
SRV404,[REPEAT] Building Your Own ML Application with AWS Lambda and Amazon SageMaker,0,"In this workshop, we step through the process of deploying and hosting machine learning (ML) models with AWS Lambda and get on-demand inferences. Given a demonstrative dataset, we build and train a simple ML classification model with Amazon SageMaker. Then, we host this model in an AWS Lambda function and expose an inference endpoint through Amazon API Gateway. Finally, we build a pipeline for automating model deployment to Lambda leveraging AWS CodeBuild, AWS CodeDeploy, and AWS CodePipeline.",Workshop,"Giuseppe Porcelli,Diego Natali",2018-11-28 12:15:00,2018-11-28 14:30:00,Bellagio,"Level 1, Grand Ballroom 9, T2"
AVR305,[REPEAT 2] Creating a Chatbot,2,"In this hands-on training session, we show you how to create a chatbot using Sumerian Hosts integrated with Amazon Polly and Amazon Lex. Bringing voice and conversation transforms the way in which scenes are developed and how customers interact with an app. Learn how to create a chatbot using both verbal and typed inputs and responses.",Builders Session,Jillian Munson,2018-11-28 16:00:00,2018-11-28 17:00:00,Mirage,"Grand Ballroom B, Table 6, T1"
SRV425,"[REPEAT] Best Practices for Building Multi-Region, Active-Active Serverless Applications",0,"In this session, we walk through building and deploying a global-scale, multi-region, active-active serverless backend using Amazon Route 53 to route the traffic among AWS Regions, Amazon API Gateway, and AWS Lambda for the backend, and Amazon DynamoDB global tables for handling data storage at a global scale. We provide a demo and a hands-on coding opportunity.",Chalk Talk,Adrian Hornsby,2018-11-28 16:00:00,2018-11-28 17:00:00,Venetian,"Level 4, Lando 4305, T1"
AIM325,[REPEAT 1] Amazon SageMaker: Prebuilt Algorithms,1,"In this session, learn how to use the range of built-in, high-performance machine learning algorithms that come with Amazon SageMaker.",Builders Session,Chaitanya Hazarey,2018-11-28 17:30:00,2018-11-28 18:30:00,Aria West,"Level 3, Starvine 3, Table 1, T1"
AIM325,[REPEAT 2] Amazon SageMaker: Prebuilt Algorithms,2,"In this session, learn how to use the range of built-in, high-performance machine learning algorithms that come with Amazon SageMaker.",Builders Session,Chaitanya Hazarey,2018-11-29 11:30:00,2018-11-29 12:30:00,Mirage,"Grand Ballroom B, Table 8, T1"
AIM410,"[REPEAT 2] Build, Train, and Deploy ML Models with Amazon SageMaker",2,"Amazon SageMaker is a fully managed platform that enables developers and data scientists to build, train, and deploy machine learning (ML) models quickly and easily at any scale. In this workshop, learn how to build an ML model using Amazon SageMaker's built-in algorithms and frameworks. We then train the model using automatic model tuning to quickly achieve a high level of accuracy. Finally, we deploy the model in production so you can start generating predictions to achieve the best results. By the end of this workshop, expect to understand how Amazon SageMaker removes the complexity and barriers that typically slow down developers who want to use ML.",Workshop,Ahmad Khan,2018-11-29 12:15:00,2018-11-29 14:30:00,Bellagio,"Level 1, Grand Ballroom 9, T2"
ARC210,[REPEAT 2] SaaS Jumpstart: A Primer for Launching Your SaaS Journey,2,"Adopting a SaaS model is no trivial effort. Wandering into the universe of multi-tenancy means tackling a broad range of new architectural challenges. How do you automate the onboarding and provisioning of new tenants? How do you secure a shared multi-tenant infrastructure and prevent any flavor of cross-tenant access? How do you effectively partition tenant data? These are amongst a core set SaaS architecture topics in this chalk which is aimed at equipping SaaS newcomers with a clear view of some of the best practices associated with delivering SaaS solutions on AWS. The goal here is to explore and discuss fundamental architectural strategies of SaaS and highlight key considerations that will shape the security, agility, and success of your SaaS applications.",Chalk Talk,Michael Beardsley,2018-11-29 13:45:00,2018-11-29 14:45:00,MGM,"Level 1, South Concourse 105, T2"
ARC418,[REPEAT 1] Deconstructing SaaS: Deep Dive into Building Multi-Tenant Solutions on AWS,1,"SaaS presents developers with a unique blend of architectural challenges. While the concepts of multi-tenancy are straightforward, the reality of making all the moving part work together can be daunting. For this session, we’ll move beyond the conceptual bits of SaaS and look under the hood of a SaaS application. The goal here is to examine the fundamentals of identity, data partitioning, and tenant isolation through the lens of a working solution and highlight the challenges and strategies associated with building a next-generation SaaS application on AWS. We’ll look at the full lifecycle of registering new tenants, applying security policies to prevent cross-tenant access, and leveraging tenant profiles to effectively distribute and partition tenant data. The goal here is to connect many of the conceptual dots of a SaaS implementation, highlighting the tradeoffs and considerations that will shape your approach to SaaS architecture.",Session,Tod Golding,2018-11-29 16:00:00,2018-11-29 17:00:00,Aria West,"Level 3, Ironwood 5, T1"
ANT351,Building Serverless Analytics Solutions with Amazon QuickSight,-,"Querying and analyzing big data can be complicated and expensive. It requires you to setup and manage databases, data warehouses, and business intelligence (BI) applications—all of which require time, effort, and resources.  Using Amazon Athena and Amazon QuickSight, you can avoid the cost and complexity by creating a fast, scalable, and serverless cloud analytics solution without the need to invest in databases, data warehouses, complex ETL solutions, and BI applications.  In this session, we demonstrate how you can build a serverless big data analytics solution using Amazon Athena and Amazon QuickSight.",Chalk Talk,Quinton Alsbury,2018-11-29 16:00:00,2018-11-29 17:00:00,Mirage,"St. Croix A, T1"
ARC327,[REPEAT 1] Hands-on SaaS: Constructing a Multi-Tenant Solution on AWS,1,"SaaS presents developers with a unique blend of architectural challenges. Supporting a multi-tenant model often means re-thinking your approach to almost every layer of your architecture. Onboarding, security, data partitioning, tenant isolation, identity—these are areas that must be factored into how you design, build, and deploy your SaaS solution. Of course, the best way to wrap your mind around these SaaS architectural principles is to dig into a working example. In this workshop, we’ll expose you to the core concepts of SaaS architecture then dive into a reference SaaS architecture where you can see the moving parts of a SaaS solution in action. The goal here is to provide a series of activities that allow you to interact with a functional solution, introducing code and configuration that realizes and extends the capabilities of this SaaS environment. Through this combination of a brief lecture and hands-on exercises, you’ll get a healthy dose of SaaS best practices all through the lens of a working reference solution.",Workshop,"Sam Andaluri,Seth Fox",2018-11-30 09:15:00,2018-11-30 11:30:00,Mirage,"Mirage Event Center C2, T2"
AIM323,[REPEAT 2] Build a Searchable Image Library with Amazon Rekognition,2,Join us for a deep dive on building a searchable image library using Amazon Rekognition. We walk though creating a search index for objects and scenes so you can quickly retrieve images using labels created from automatic metadata extraction. Also learn how to use AWS Lambda to automatically maintain your image library.,Builders Session,Dathu Patil,2018-11-30 08:30:00,2018-11-30 09:30:00,Mirage,"Grand Ballroom D, Table 1, T1"
ANT372,[CT] Building Advanced Workflows with AWS Glue,-,"AWS Glue makes it easy to incorporate data from a variety of sources into your data lake on Amazon S3. In this chalk talk, we demonstrate building complex workflows using AWS Glue orchestration capabilities. Learn about different types of AWS Glue triggers to create workflows for scheduled processing as well as event-driven processing. We start with a customer scenario and build it step by step using AWS Glue capabilities.",Chalk Talk,Santosh Chandrachood,2018-11-26 10:00:00,2018-11-26 11:00:00,Aria East,"Plaza Level, Orovada 3, T1"
AIM410,"[REPEAT] Build, Train, and Deploy ML Models with Amazon SageMaker",0,"Amazon SageMaker is a fully managed platform that enables developers and data scientists to build, train, and deploy machine learning (ML) models quickly and easily at any scale. In this workshop, learn how to build an ML model using Amazon SageMaker's built-in algorithms and frameworks. We then train the model using automatic model tuning to quickly achieve a high level of accuracy. Finally, we deploy the model in production so you can start generating predictions to achieve the best results. By the end of this workshop, expect to understand how Amazon SageMaker removes the complexity and barriers that typically slow down developers who want to use ML.",Workshop,Ahmad Khan,2018-11-26 13:45:00,2018-11-26 16:00:00,MGM,"Level 3, Premier Ballroom 312, T2"
ANT316,Effective Data Lakes: Challenges and Design Patterns,-,"Data Lake is emerging to be the most common architecture built in data-driven organizations today. A data lake allows you to store unstructured, semi-structured or fully-structured raw data as well as processed data to serve different types of analytics — from dashboards and visualizations to big data processing, real-time analytics, and machine learning. Well-designed data lakes ensure that organizations get the most business value from their data assets. In this session you'll learn about common challenges and patterns for designing an effective data lake on the AWS Cloud with wisdom distilled from various customer implementations. We will walk through patterns to solve data lake challenges like real time ingestion, choosing a partitioning strategy, file compaction techniques, database replication to your data lake, handling mutable data, machine learning integration, security patterns and more.",Session,"Moataz Anany,Neil Mukerje,Radhika Ravirala",2018-11-26 16:45:00,2018-11-26 17:45:00,Venetian,"Level 2, Venetian F, T2"
ALX311,[REPEAT 3] Designing the Voice User Interface for an Alexa Skill,3,"In this session, discover the process of thinking through the design of a voice experience using intents, slots, entity resolution, and dialog management.",Builders Session,Sohan Maheshwar,2018-11-26 17:30:00,2018-11-26 18:30:00,Aria West,"Level 3, Starvine 10, Table 1, T1"
ARC324,[REPEAT] Architecting Next Generation Serverless SaaS Solutions on AWS,0,"The emergence of serverless infrastructure and services represents a fundamental shift in how developers approach architecting applications. This is especially relevant in the world of SaaS where systems must efficiently and cost-effectively respond to continually shifting multi-tenant loads and profiles. We’ll conduct an end-to-end review of all the elements of a serverless SaaS architecture that leverages a combination of AWS Lambda, Fargate, and Aurora Serverless. We’ll look at how serverless influence the core elements of your architecture, including tenant isolation, service decomposition, management and monitoring, deployment, and identity.",Session,Tod Golding,2018-11-26 18:15:00,2018-11-26 19:15:00,Venetian,"Level 2, Venetian Theatre, T2"
AVR305,[REPEAT 1] Creating a Chatbot,1,"In this hands-on training session, we show you how to create a chatbot using Sumerian Hosts integrated with Amazon Polly and Amazon Lex. Bringing voice and conversation transforms the way in which scenes are developed and how customers interact with an app. Learn how to create a chatbot using both verbal and typed inputs and responses.",Builders Session,Jillian Munson,2018-11-27 14:30:00,2018-11-27 15:30:00,Mirage,"Grand Ballroom B, Table 7, T1"
ANT356,[REPEAT] Building Your First Serverless Data Lake,0,"In this session, you have the opportunity to learn the fundamental building blocks of a data lake on AWS. You design and build a serverless pipeline to ingest, process, optimize and query data in your very own data lake. We discuss different optimizations and best practices to tune your architecture for future growth.",Builders Session,Damon Cortesi,2018-11-27 08:30:00,2018-11-27 09:30:00,Mirage,"Grand Ballroom D, Table 4, T1"
AIM316,[REPEAT 1] Get Started with Deep Learning and Computer Vision Using AWS DeepLens,1,"If you're new to deep learning, this workshop is for you. Learn how to build and deploy computer vision models using the AWS DeepLens deep learning-enabled video camera. Also learn to build a machine learning application and a model from scratch using Amazon SageMaker. Finally, learn to extend that model to Amazon SageMaker to build an end-to-end AI application.",Workshop,"Kashif Imran,Jyothi Nookula",2018-11-27 08:30:00,2018-11-27 10:45:00,Mirage,"Bermuda A, T1"
SRV339,[REPEAT 1] Building Multi-Tenant SaaS Applications with AWS Lambda,1,"In this session, Twilio and AWS solutions architects share how they each have built multi-tenant serverless solutions using services like AWS Lambda. Twilio kicks things off by sharing lessons learned through the process of creating their Twilio Function SaaS product leveraging AWS Lambda. Next, solutions architects cover other architectural patterns, including multi-tenancy, event-driven workflows using AWS Step Functions, and ways to leverage Amazon SQS and Amazon SNS to build distributed applications at scale.",Chalk Talk,"Juan Villa,Ian Scofield,Martin Amps,Brandon Sherman",2018-11-27 10:45:00,2018-11-27 11:45:00,MGM,"Level 1, South Concourse 105, T2"
AIM342,[REPEAT 1] Create a Serverless Searchable Media Library,1,"Companies have ever-growing media libraries, making them increasingly difficult to index and search. In this session, we describe how to maintain your library by using Amazon Rekognition, Amazon Transcribe, and Amazon Comprehend to perform automatic metadata extraction from image, video, and audio files. We show you how to then use this metadata to build a serverless media library that can be filtered by image tags, celebrities, and more.",Chalk Talk,Liam Morrison,2018-11-27 13:00:00,2018-11-27 14:00:00,Bellagio,"Level 1, Grand Ballroom 1, T1"
ALX311,[REPEAT 6] Designing the Voice User Interface for an Alexa Skill,6,"In this session, discover the process of thinking through the design of a voice experience using intents, slots, entity resolution, and dialog management.",Builders Session,Azi Farjad,2018-11-27 14:30:00,2018-11-27 15:30:00,Mirage,"Grand Ballroom D, Table 1, T1"
ARC402,[REPEAT] Building Multi-Region Microservices,0,"In this session, participate in a hands-on exercise where you create, verify, and test a serverless solution across multiple regions using AWS Lambda and Amazon DynamoDB global tables.",Builders Session,Edin Zulich,2018-11-26 10:00:00,2018-11-26 11:00:00,Mirage,"Grand Ballroom B, Table 7, T1"
IOT305,[REPEAT] AWS IoT Core Workshop,0,"Get hands on with the main components of AWS IoT Core. You will learn how to connect and manage your devices, secure device connections and data, process and act upon device data, and read and set device state at any time. You will see how the Device Gateway serves as the entry point for IoT devices connecting to AWS. The Device Gateway supports the MQTT, WebSockets, and HTTP 1.1 protocols. You will work with the high throughput Message Broker to securely transmit messages to and from all of your IoT devices and applications. The flexible nature of the Message Broker’s topic structure allows you to send messages to, or receive messages from, as many devices as you would like. It supports messaging patterns ranging from one-to-one command and control messaging, to one-to-one million (or more!) broadcast notification systems. You will set up the Registry to track device attributes and metadata and create a persistent, virtual version of each device known as the Device Shadow.  Finally, you will explore the Rules Engine to author rules within the management console or write rules using a SQL-like syntax. Join us if you are a cloud architect, device engineer, software developer, or firmware engineer.",Workshop,"Chris Snowden,Max Jindal",2018-11-26 10:00:00,2018-11-26 12:15:00,Mirage,"Mirage Event Center C3, T1"
API401,[REPEAT] Manage Long-Lived Transactions with AWS Step Functions,0,"AWS Step Functions is a fully-managed serverless workflow-management service. Using visual workflows, you can easily manage long-running processes and coordinate the components of distributed applications and microservices. Join us to learn how you can use Step Functions to implement the Saga design pattern, which is particularly useful for dealing with the complexities of a long-lived transaction that spans across distributed components in a microservices architecture. You need your own laptop with administrator privileges, both the AWS CLI and AWS SAM CLI installed, and an active AWS account with power user access.",Builders Session,Stephen Liedig,2018-11-26 11:30:00,2018-11-26 12:30:00,Aria West,"Level 3, Starvine 3, Table 6, T1"
AIM360,Delight Your Customers through Natural Language Conversational Experiences,-,"In this chalk talk, we first describe various use cases to engage customers through natural language conversations. We then showcase how to prepare, implement, and continuously improve such solutions. We use Amazon Lex to drive the chatbot interactions and capture user events in Amazon Pinpoint analytics. The event data is then used to measure user engagement and sentiment within conversations.",Chalk Talk,Ilan Sehayek,2018-11-26 11:30:00,2018-11-26 12:30:00,Mirage,"St. Croix A, T1"
SRV326,[REPEAT] Build a Multi-Region Serverless Application for Resilience & High Availability,0,"Do you have a mission-critical serverless app that requires maximum uptime? Come learn how to build and deploy a multi-region serverless application to maximize application availability and resilience. In this workshop, you enter a scenario in which you help a fictional unicorn ridesharing company, Wild Rydes, (www.wildrydes.com), deploy a critical customer support application using a serverless architecture. When a passenger completes a ride, they can use the app to inform the company if they had any issues with their trip—perhaps a lost wallet or a misbehaving unicorn. Since Wild Rydes is global, this support application takes advantage of a multi-region, highly available architecture using services such as AWS Lambda, Amazon API Gateway, Amazon DynamoDB, Amazon Route 53, Amazon CloudFront, and Amazon S3 to maximize availability. It also uses Amazon Cognito federated identities for user authentication. Attendees should bring a laptop and be familiar with the AWS Management Console and the AWS CLI.",Workshop,"Juan Lamadrid,Steve Challiss,Derek Felska",2018-11-26 13:00:00,2018-11-26 15:15:00,Venetian,"Level 2, Venetian H, T1"
AIM325,[REPEAT] Amazon SageMaker: Prebuilt Algorithms,0,"In this session, learn how to use the range of built-in, high-performance machine learning algorithms that come with Amazon SageMaker.",Builders Session,Chaitanya Hazarey,2018-11-26 13:00:00,2018-11-26 14:00:00,Aria West,"Level 3, Starvine 10, Table 4, T1"
AIM316,[REPEAT] Get Started with Deep Learning and Computer Vision Using AWS DeepLens,0,"If you're new to deep learning, this workshop is for you. Learn how to build and deploy computer vision models using the AWS DeepLens deep learning-enabled video camera. Also learn to build a machine learning application and a model from scratch using Amazon SageMaker. Finally, learn to extend that model to Amazon SageMaker to build an end-to-end AI application.",Workshop,"Jyothi Nookula,Kashif Imran",2018-11-26 13:45:00,2018-11-26 16:00:00,Mirage,"Grand Ballroom G, T2"
ARC302,Architecting a Serverless Data Lake,-,"In this workshop, learn how to create a serverless data lake architecture. Understand how to ingest data at scale from multiple data sources, how to transform the data, and how to catalog it to make it available for querying using a variety of tools. Also learn how to set up governance and data quality controls.",Workshop,"Mike Gillespie,Sundar Raghavan,Amardeep Chudda",2018-11-26 13:45:00,2018-11-26 16:00:00,Venetian,"Level 2, Venetian I, T2"
ALX311,[REPEAT 2] Designing the Voice User Interface for an Alexa Skill,2,"In this session, discover the process of thinking through the design of a voice experience using intents, slots, entity resolution, and dialog management.",Builders Session,Azi Farjad,2018-11-26 14:30:00,2018-11-26 15:30:00,Aria West,"Level 3, Starvine 3, Table 7, T1"
AIM323,[REPEAT] Build a Searchable Image Library with Amazon Rekognition,0,Join us for a deep dive on building a searchable image library using Amazon Rekognition. We walk though creating a search index for objects and scenes so you can quickly retrieve images using labels created from automatic metadata extraction. Also learn how to use AWS Lambda to automatically maintain your image library.,Builders Session,Dathu Patil,2018-11-26 14:30:00,2018-11-26 15:30:00,Aria West,"Level 3, Starvine 10, Table 5, T1"
AIM338,Crafting a Conversational Platform Strategy,-,"Your leadership has asked you to put together a business case for chatbots. You know it’s a good idea, but you don’t have all the answers – what should you be looking for in a conversational platform as a consumer-facing organisation? What do you need to consider for that business case? What are the risks and how do you mitigate them? What are the opportunities you shouldn’t be missing? We have asked all those questions too, come and we’ll share what we’ve learnt putting together conversational platform strategy for a large enterprise.",Chalk Talk,"Harshal Pimpalkhute,Gillian Armstrong",2018-11-26 15:15:00,2018-11-26 16:15:00,Mirage,"St. Thomas B, T2"
MOB401,Ten Tips And Tricks for Improving Your GraphQL API with AWS AppSync,-,"As you move your modern app to production, you need to consider how to scale, secure, and maintain your backend APIs. In this session, we provide some of the tips, tricks, and best practices for running serverless GraphQL APIs reliably on AWS. We cover topics such as versioning, multiple environments, CI/CD, advanced schema design, monitoring, alerting, and advanced search scenarios.",Session,Michael Paris,2018-11-26 16:00:00,2018-11-26 17:00:00,Venetian,"Level 4, Delfino 4005, T1"
ARC327,[REPEAT] Hands-on SaaS: Constructing a Multi-Tenant Solution on AWS,0,"SaaS presents developers with a unique blend of architectural challenges. Supporting a multi-tenant model often means re-thinking your approach to almost every layer of your architecture. Onboarding, security, data partitioning, tenant isolation, identity—these are areas that must be factored into how you design, build, and deploy your SaaS solution. Of course, the best way to wrap your mind around these SaaS architectural principles is to dig into a working example. In this workshop, we’ll expose you to the core concepts of SaaS architecture then dive into a reference SaaS architecture where you can see the moving parts of a SaaS solution in action. The goal here is to provide a series of activities that allow you to interact with a functional solution, introducing code and configuration that realizes and extends the capabilities of this SaaS environment. Through this combination of a brief lecture and hands-on exercises, you’ll get a healthy dose of SaaS best practices all through the lens of a working reference solution.",Workshop,"James Jory,Seth Fox,Sam Andaluri",2018-11-26 16:00:00,2018-11-26 18:15:00,Mirage,"Mirage Event Center C3, T1"
ALX306,[REPEAT 1] Everything You Wanted to Know about Developing for Voice Using Alexa,1,"In this chalk talk, we review the common challenges developers face when building voice experiences for Alexa. We provide an overview of the history of design in technology, highlighting what we learned over the years in developing for a screen. We also establish best practices for voice-first design using the Alexa Skills Kit, which we contrast with GUI design principles. You have the opportunity to ask questions and discuss ideas among fellow skill developers. By the end of this session, expect to understand the similarities and differences between developing for voice and developing for screen-oriented mediums.",Chalk Talk,"Azi Farjad,Amit Jotwani",2018-11-26 16:00:00,2018-11-26 17:00:00,Aria East,"Level 1, Joshua 3, T1"
AIM415,[REPEAT] Capture Voice of Customer Insights with NLP & Analytics,0,"Understanding your customers is easier today than ever before. Natural language capabilities can capture a wealth of information, such as user sentiment and conversational intent. This workshop teaches you how to build an analytics pipeline that includes natural language processing (NLP) to better understand how to improve the customer experience. Attendees learn how to use AWS services, including Amazon Comprehend and Amazon Transcribe, to process and perform analysis on customer data, such as contact center call recordings.",Workshop,Yasser El-Haggan,2018-11-26 16:00:00,2018-11-26 18:15:00,Venetian,"Level 4, Marcello 4403, T1"
ALX301,[REPEAT] How to Train Your Alexa Skill Language Model Using Machine Learning,0,"In order to create an engaging Alexa skill, you must have a well-thought-out language model for your voice UI. In this session, learn how to make your Alexa skill more delightful to customers by optimizing your language model, providing the correct training data for your custom intents, and using specific strategies to improve new and existing language models. Come prepared for an interactive conversation.",Chalk Talk,"Fawn Draucker,Nate LaFave",2018-11-26 16:45:00,2018-11-26 17:45:00,Mirage,"Martinique A, T2"
ARC303,Architecture Patterns of Serverless Stream Processing at Scale,-,"Streaming application architectures are commonly used to solve real-time analytics requirements. Serverless architectures are a great fit for stream-processing applications because they enable you to lower operational costs, pay per execution, and they can seamlessly scale as your stream data rates vary. In this workshop, learn how to create serverless stream processing architectures that can seamlessly scale as your needs grow. Get hands-on experience using Amazon Kinesis Data Streams, Amazon Kinesis Data Firehose, Amazon Kinesis Data Analytics, and AWS Lambda to create real-time analytics pipelines. Learn how to ingest streaming data at scale and process it to generate insights in real-time..",Builders Session,"Akhtar Hossain,Kashif Imran",2018-11-26 17:30:00,2018-11-26 18:30:00,Aria West,"Level 3, Starvine 10, Table 6, T1"
CON312,Machine Learning with Serverless Containers on AWS,-,"Learn how AWS Fargate enables the next generation of containerized machine learning (ML) applications by removing the need to provision, manage, or scale any infrastructure. In this session, we cover examples, architectures, and best practices for quickly training and running containerized ML models using AWS Fargate.",Session,Uttara Sridhar,2018-11-26 17:30:00,2018-11-26 18:30:00,Mirage,"Grand Ballroom F, T1"
AIM308,[REPEAT] AWS DeepLens Projects: Tips & Tricks,0,"In this session, get general help on how to build or extend a project with AWS DeepLens.",Builders Session,maheandra Bairagi,2018-11-26 17:30:00,2018-11-26 18:30:00,Aria West,"Level 3, Starvine 3, Table 4, T1"
ALX405,[REPEAT] Build a Game for Echo Buttons - an Alexa Gadget!,0,"Games are an integral part of our lives, and they enable us to build more creatively on every platform. In this session, we talk about bringing your IP to Alexa and engaging with players on tens of millions of Alexa devices. Participate in this interactive session, and learn how to build a game that incorporates gaming-friendly Alexa Gadgets called Echo Buttons. This session is aimed at advanced developers who have previously built Alexa skills. Bring your laptop. Also be sure to have an AWS account and credentials for the Amazon Developer Portal.",Workshop,"Chachi Kruel,Tanmayee Raje",2018-11-30 09:15:00,2018-11-30 11:30:00,Venetian,"Level 4, Lando 4205, T2"
SRV201,[REPEAT] Reactive Microservices with AWS Lambda,0,"In this talk, we cover the concepts of reactive microservices architecture, a set of patterns and best practices for implementing backend systems with very high scaling and availability guarantees. We show you how to implement these patterns and best practices as serverless applications using AWS technologies like AWS Lambda, Amazon API Gateway, Amazon DynamoDB, and Amazon Kinesis. In addition, we demonstrate a serverless microservice and the pitfalls to consider when running these microservices in a production environment.",Chalk Talk,Lu Hong,2018-11-26 19:00:00,2018-11-26 20:00:00,Aria West,"Level 3, Ironwood 8, T1"
SRV339,[REPEAT] Building Multi-Tenant SaaS Applications with AWS Lambda,0,"In this session, Twilio and AWS solutions architects share how they each have built multi-tenant serverless solutions using services like AWS Lambda. Twilio kicks things off by sharing lessons learned through the process of creating their Twilio Function SaaS product leveraging AWS Lambda. Next, solutions architects cover other architectural patterns, including multi-tenancy, event-driven workflows using AWS Step Functions, and ways to leverage Amazon SQS and Amazon SNS to build distributed applications at scale.",Chalk Talk,"Juan Villa,Ian Scofield,Brandon Sherman,Martin Amps",2018-11-26 19:00:00,2018-11-26 20:00:00,Venetian,"Level 2, Veronese 2406, T1"
